,Ratings,Reviews,Sentiment
197,5.0,"This was my first time experience with bankbazaar and it was good, the services provided by bankbazaar is good when compared to others. Customer service was good with bankbazaar and they responded on time. Mobile application is easy to use in bankbazaar.",1
198,3.0,"I have taken a personal loan from Kotak Mahindra bank and my experience was average, initially there was no proper communication from the customer support team and there was no response. The process took 1 month to complete and the loan",0
199,4.0,"Process was good and documentation also was easy there was no issues in processing and getting the loan, they even processed quickly to get the loan, also fund transfer was quick, i feel like the rate of interest is ok comparing with others, this loan is taken for 5 years tenor.",1
200,0.5,"During the application process,agent will agree for nominal interest rate and processing fee..But when you receive the sanctioned loan ,u will get heart attack (Not seriously joking)..They will deduct few thousands for insurance,financial fitness report(",0
201,5.0,My personal loan experience is very good with RBL bank and even they have provided sufficient loan amount to me . Rate of interest is 18% which is up to the mark and tenure period is 3 years . Customer service is good and documents were collected on,1
202,4.0,"I have taken personal loan with ICICI BANK  . I use to pay EMI 9000 and tenure period is 3years . I am happy with customer services because i can connect them easily . There is no charge for processing fee, rate of interest is 14.2% and it is too",1
203,3.0,"Documentation from the bank end was late  after that only i got the card, they can also improve the customer service in terms on responsiveness, because responsiveness is little delayed from them, almost the processing time was around 2 weeks they have taken which is little longer period.",0
204,5.0,My personal loan was taken with HDFC Bank 11 months back.The loan amount was 3 lakhs  and the interest rate was satisfactory . The EMI period was 5 years . The customer  service was really good and there was no delay at all in the process . They have,1
205,5.0,"I have taken my personal loan with Fullerton and the experience is fine. The customer services and response is good and there are no hassles to get the loan. They done a good job. Though the interest rate and charges is on the higher side, I am pretty happy with the service.",1
206,5.0,Kotak Mahindra Bank has been really beneficial and they provided me with a personal loan. The rate of interest and processing charges is normal and I had no issues to get the loan through. The customer services and response is good and overall no issues.,1
207,5.0,"I have taken my personal loan with ICICI bank 8 months back. The loan amount was 98,000a nd the interest rate was satisfactory . The tenure period was 24 months . The customer  service was very good and there was no delay at all. The loan was",1
208,5.0,Bankbazaar provides best services when compared to others in the market. I am using the services of bankbazaar from more than 1 year. The website of bankbazaar is easy to use and is user friendly. Customer service was good and they followed up on time.,1
209,4.5,"It was a good experience with HDFC bank for personal loan, the loan amount was for Rs 4 lakhs with nominal interest rate in the market. The process was smooth and it took 10 days to receive the loan amount. Customer service was good and",1
210,4.0,I know bankbazaar.com from last 2 years but i have used bankbazaar for the first time. The services provided by bankbazaar is good when compared to others. Customer service was good with bankbazaar and their response was on time. The,1
211,3.5,"It was an average experience with Standard Chartered Bank for personal loan, the process was quite long and it took 20-25 days to complete. Documents were collected on time and the customer service was good. The loan amount was for Rs 6 lakhs for 5 years with high interest rate.",0
212,5.0,Bankbazaar provides best services when compared to others in the market. I am using the services of bankbazaar from last 1 year. Customer service was very good and they responded on time. The website of bankbazaar is easy to use and is user friendly.,1
213,5.0,"I have my personal loan application approved with TATA CAPITAL and the experience was good, the loan amount was for Rs 2 lakhs with the tenure period of 3 years and the rate of interest is nominal when compared to other banks. Customer service was good and they responded on time.",1
214,5.0,"I know bankbazaar.com from last 3-4years, the services provided by bankbazaar is good when compared to others. Customer service was good with bankbazaar and they responded on time. Mobile application of bankbazaar is easy to access and is user friendly.",1
215,5.0,"I have my personal loan application approved with HDFC bank and the experience was good, the loan amount was for Rs 3 lakhs with the tenure period of 4 years and the rate of interest is nominal when compared to other banks. Customer service was good and they responded on time.",1
216,4.0,"I have taken a personal loan from the HDFC bank online. It was good,  the interest rate was little high that's high. The agents were helpful. I got loan amount with in a week. It has been hassle free loan experience with the HDFC bank.",1
217,4.0,"I've taken a personal loan from the Axis bank,The experience was superb, they were very fast. The interest rate was very high. The loan is still running and I am impressed with their fast services, It was a hassle free personal loan experience with the ICICI bank.",1
218,5.0,I've been using the BankBazaar marketplace for a while. Their platform is pretty much flexible to compare various financial products online. The customer support assistance was impeccable during the personal loan application.,1
219,2.5,"I've applied for a personal loan from the ICICI bank,  the interest rate was normal.  There was a delay in processing the loan, I have provided all details, still they said there were pending documents which was the reason for the delay, there were also slight processing charges.",0
220,5.0,"BankBazaar is a smooth financial marketplace, their website is a good platform to compare and choose various financial products. I never faced any issues with their services. The personal loan application was a hassle free experience.",1
221,4.0,"I've taken a personal loan from the ICICI Bank. It was Good,  the interest rate slightly high. I got the loan amount with in 4 days. The customer support was also good. The application process was easy and hassle free. The documentation was done online.",1
222,5.0,"I've been using the BankBazaar platform for a while. It was good experience, the customer support  was also good. BankBazaar is a convenient platform to compare and choose various financial products online. So far it has been  good experience with their services.",1
223,5.0,"I've taken a personal loan from the IndusInd bank. It was good, the interest rate was fine. I got the loan 10 days. Everything was good. The whole application process and the documentation was easy and hassle free.",1
224,4.0,"I have taken a personal loan with HDFC bank and my loan experience was good, the loan amount was for Rs 3.25 lacs with high interest rate when compared to other banks. They will reduce the interest if i take a top up loan. The tenure period for this loan is 36 months.",1
225,5.0,Mainly is use BANK BAZAAR website to check credit score . I came to know about bank bazaar through online . Mobile application and website is very easy to use . I am using this website from past 4month . I am happy with bank bazaar services . Customer service is good.,1
226,5.0,"I have taken my loan amount with ICICI BANK , i use to pay EMI 9600 . There is no hidden charges with this bank . Processing fee rs 10000 and interest rate is 15.80% and it is nominal in the market . They provided preclosere option too . Loan  amount is up to the mark .",1
227,3.5,"Mobile application is good with BANK BAZAAR , i am using this services from past 1 year . I came to know about this website through goggle when i am searching for credit card offers . Mainly i visit this website to check credit score .Customer service is satisfactory.",0
228,3.5,"My  personal loan amount was taken with ICICI  BANK , i ma not satisfied with the banking services because they promise me to  provide loan in 3days but it took to receive the loan amount more than 2 weeks . Processing fee is 3000 on loan insurance",0
229,3.5,"I have taken a personal loan with AXIS bank and my loan experience was good, the loan amount was for Rs 2 lacs with little high interest rate when compared to others. Part payment is allowed for this loan but they charge 2.8%-3%. Customer service was good and they responded on time.",0
230,5.0,Website and mobile application was easy to use with BANK BAZAAR .Customer support is pretty good only they have to reduce their call flow . I came to know about this website through online when i ma searching for loan .So far my experience was good with bank bazaar .,1
231,5.0,"My loan amount was taken with TATA CAPITAL , i am not happy with the services at the time of documentation it was little tough , and while disbursement of time they said rate of nominal rate of interest but later they charge 13.5% which is too",1
232,5.0,"Mainly i use BANK BAZAAR website to check credit score , credit card offers . I have been using this services from past 3year . I have not started using mobile application till date . There is no issue with customer support . I came to know about this website through online .",1
233,4.0,"I have been using BANK BAZAAR services from past 3year , the services was quick and smooth with this bank compare to others . I came to know about this website through online . Website is easy to use . I have not started using mobile application with bank bazaar .",1
234,4.0,"My loan amount was taken with CITI BANK , the services is not so satisfactory because even though i have salary account with citi bank they as me so much of documents at the time of providing loan , so it took so long time . My loan amount is",1
235,5.0,"I have been using BANK BAZAAR services from past 6years , i came to know about this website through online when i am searching for loan . Website and mobile application is very easy to use . Customer service and their response  was    up to the mark .",1
236,5.0,"I am using the services of paytm from last 1 year, the services provided by bankbazaar is good when compared to others. Customer service was good with bankbazaar and their response was on time. I check my credit score on the website of bankbazaar.",1
237,4.0,"My experience was very good with ICICI bank for personal loan,, the process took more than 15 days to complete. The loan amount was for Rs 1 lac with nominal interest rate. Customer service was good and they followed up on time. The tenure period for this loan is 3 years.",1
238,3.5,"It was a good experience with bankbazaar so far, they provide good services when compared to others in the market. Customer service was good with bankbazaar and they responded on time. The website of bankbazaar is easy to navigate and is user friendly.",0
239,3.5,"It was a good experience with Kotak Mahindra bank for personal loan, the loan amount was for Rs 3 lakhs with nominal interest rate in the market. The process was quite long and it took 15 days to receive the loan amount. Customer service was good and they followed up on time.",0
240,4.0,"I have taken a personal loan with AXIS bank and my loan experience was good, the loan amount  was for Rs 4 lakhs with nominal interest rate when compared to other banks. The tenure period for this loan is 4 years and there are no preclosure charges.",1
241,4.0,"This was my first time experience with bankbazaar and it was good, the services provided by bankbazaar is good when compared to others in the market. Customer service was good and they responded on time. I check my credit score on the website of bankbazaar.",1
242,3.5,"It was a fine experience with HDFC bank for personal loan, the rate of interest of 11.29% was nominal when compared to other banks. Customer service was average and the follow up was not that great. The process was quick and i received my loan amount on time.",0
243,5.0,"I know bankbazaar.com from last 2-4 years, the services provided by bankbazaar is good when compared to other banking websites. Customer service was good with bankbazaar and they responded on time. I check for offers on the website of bankbazaar.",1
244,5.0,"It was a good experience with CashE for personal loan, the process was quick and i received the loan amount immediately after the documents were approved. Customer service was good and they responded on time. The rate of interest and charges are nominal when compared to others.",1
245,4.0,I have taken a personal loan with HDFC bank and the loan experience was good. The loan amount was for Rs 1.25 lakhs with nominal interest rate with the tenure period of 3 years. There are no preclosure charges and the customer service was very good with HDFC bank.,1
246,5.0,"My experience was good so far with bankbazaar, i am using the services of bankbazaar from last 6 months. Customer service was good with bankbazaar and they responded on time. The mobile application of bankbazaar is easy to use and is user friendly.",1
247,5.0,"It was a good experience with Early salary for personal loan, i have taken the loan for Rs 10000 for the tenure period of 20 days. The rate of interest and charges were nominal when compared to others. Customer service was good and they responded on time.",1
248,5.0,"I am using the services of bankbazaar from more than 2 years, the services provided by bankbazaar is good when compared to others. Customer service was good and they responded on time. The mobile application of bankbazaar is easy to access and is user friendly.",1
249,5.0,"It was a good experience with Early salary for personal loan, i requested the loan amount for Rs 50000 but they gave only Rs 8000. Customer service was very good and they responded well. They gave the loan amount immediately and the charges were nominal when compared to others.",1
250,5.0,"I know bankbazaar.com from last 1-2 years, the services provided by bankbazaar is good when compared to others in the market. Customer service was good and they responded on time. I check my credit score and offers on the website of bankbazaar.",1
251,5.0,"My personal loan application was approved with CashE and the experience was good, the loan amount was based on my requirement and the rate of interest was nominal when compared to others. Customer service was good and they collected documents on time.",1
252,4.0,"I know bankbazaar.com from last 1 year, the services provided by bankbazaar is good when compared to others in the market. Customer service was good and they responded on time. Mobile application of bankbazaar is easy to access and is user friendly.",1
253,4.0,"My experience was very good with Early Salary for personal loan, the process took 2- 3 days to complete. Customer service was very good and they responded on time. Documents were collected on time and the interest rate and charges are nominal when compared to others.",1
254,5.0,"It was a good experience with bankbazaar so far, they provide good services when compared to others in the market. Customer service was good with bankbazaar and they responded on time. I am using the mobile app, it is user friendly and easy to use.",1
255,4.0,"My experience with CashE for personal loan was good, the process was quick and i received the loan amount immediately. The loan amount was for Rs 10000 for the tenure period of 30 days. Customer service was good with CashE and they followed up on time.",1
256,4.0,Bankbazaar provides good services when compared to other banking websites. I am using the services of bankbazaar from more than 3 years. Customer service was good and they responded on time. The mobile application of bankbazaar is easy to use and is user friendly.,1
257,2.0,"My experience was not good with CashE services, they charged Rs 500 as a processing fee. There was no proper response from the customer support of CashE and their service was not up to the mark. The loan amount was for Rs 5000 and the tenure period was 30 days.",0
258,4.0,"I am using the services of bankbazaar from last 1.5 years, the services provided by bankbazaar is good when compared to others in the market. Customer service was not up to the mark as i did not receive my AGV on time. Mobile application is easy to use and is user friendly.",1
259,4.0,"My personal loan application  was approved with ICICI bank, the process was smooth and i received my loan amount within 10 days. The loan amount was for Rs 70000 for 2 years with nominal interest rate. Customer service was good and they followed up on time.",1
260,4.5,"I am using the services of bankbazaar from last 6 months, the services provided by bankbazar is good when compared to others in the market. Customer service was good with bankbazaar and they responded on time. I check my credit score on bankbazaar mobile app",1
261,4.5,"I have my personal loan application approved with CashE and the experience was good, the process was quick and i received the loan amount on time. The loan amount was for Rs 20000 with the tenure period of 90 days. Customer service was good and they responded on time.",1
262,4.0,"This was my first time experience with bankbazaar and it was good, i came to know about bankbazaar through google. Customer service was very good with bankbazaar and they responded on time. The mobile application of bankbazaar is user friendly to use.",1
263,5.0,"My experience was very good with Early salary, the process was smooth and i received the loan amount immediately. Repayment of this loan is very quick and easy. Customer service was very good and they responded on time. The rate of interest and charges are nominal in Early salary.",1
264,5.0,"I am using the services of bankbazaar from last 4-5 years, the services provided by bankbazar is good when compared to others in the market. Customer service was good with bankbazaar and they responded on time. I check my credit score on bankbazaar website.",1
265,1.0,"My experience was not good with CashE for personal loan, the process was lengthy and it took 4 days to receive the loan. I have taken the loan for Rs 5000 for 30 days with nominal interest rate and charges. Customer service and response was not up to the mark with CashE.",0
266,4.5,"I know bankbazaar.com from last 4-5 years, the services provided by bankbazaar is good when compared to others in the market. Customer service was good with bankbazaar and their response was on time. Both mobile app and website is easy to use and is user friendly.",1
267,5.0,"My personal loan application was approved with CashE and the experience was good, the process was quick and i received my loan amount on time. Documents were collected on time and the customer service was good. Interest rate and charges are nominal when compared to others.",1
268,5.0,"I know bankbazaar.com from last 2 months, my experience was good so far with bankbazaar. The services provided by bankbazaar is good when compared to others. Customer service was good and they responded on time.The website of bankbazaar is easy to navigate and is user friendly.",1
269,5.0,"I have my loan application approved with Early salary and the experience was good, the loan amount was for Rs 8000 but i requested for Rs 10000. The process was quick and i received the loan amount on time. The tenure period for this",1
270,3.0,"It was an average experience with bankbazaar, i am using the services of bankbazaar from last 1 year. Customer service was good and they responded on time but they are calling multiple times for the same product which should be avoided. The",0
271,4.0,"My personal loan application was approved with ICICI bank and the experience was good, the loan amount was for Rs 7 lakhs with high interest rate when compared to other banks. They charged Rs 30000 for insurance. Documents were collected on",1
272,4.0,"I have taken a personal loan with HDFC bank and the loan experience was good, the loan amount was for Rs 2 lakhs with high interest rate when compared to others . They charge 4% as preclosure charges and the tenure period for this loan is for 5 years.",1
273,2.5,"My personal loan experience was good with Bajaj Finserv, the loan amount was for Rs 1 lakh with high interest rate when compared to others. Customer support was very good and they responded on time. The tenure period for this loan",0
274,5.0,"It was a good experience with bankbazaar so far, they provide good services when compared to other banks. Customer service was very good and they responded on time. I am using the website of bankbazar from last 6-7 years, it is easy to access and is user friendly.",1
275,4.0,"My experience was very good with CashE for personal loan, the process was quick and i received my loan amount within 3 days. The loan amount was for Rs 8000 and the tenure period was for 30 days. The rate of interest is high and the application is not working properly.",1
276,5.0,I have taken my personal loan with Bajaj Finserv. The customer services and response is good and I got the loan with ease. They are also normal on the rate of interest and processing charges. It is around 14%. The after loan services are also satisfactory.,1
277,5.0,My personal loan was taken with HDFC bank 7 months back. The loan amount was 2.5 lakhs  and the interest rate was on a high  side . The tenure period was 36 months. The customer  service and responses was good. I have uploaded all the,1
278,4.0,"I am using the services of bankbazaar from more than 1 year, my experience was good so far with bankbazaar. Customer service was very good and they responded on time. I am using the mobile application of bankbazaar, it is user friendly and easy to use.",1
279,4.0,"I have  my personal loan application approved with CashE and the experience was good, the process was smooth and i received the loan amount immediately after the documents were approved. Customer service was good and they responded on time. The rate of interest and charges are nominal.",1
280,5.0,"My experience was good so far with bankbazaar, they provide good services on financial products when compared to other banking websites. Customer service was good and they responded on time. I check my credit score on the website of bankbazaar.",1
281,5.0,"My personal loan application was approved with Early salary and the experience was good, the loan amount was for Rs 10000 with no interest and additional charges. The tenure period for this loan was for 30 days and the customer support was very good with Early salary.",1
282,4.0,"I have taken a personal loan with ICICI bank and my loan experience was good, the loan amount was for Rs 1 lakh with rate of interest is very high when compared to other banks. Customer service was good and they responded on time. The tenure period for this loan is for 3 years.",1
283,4.0,"It was a good experience with bankbazaar so far, they provide good services when compared to others in the market. Customer service was good with bankbazaar and their response was on time. I check my credit score and offers on the mobile application of bankbazaar.",1
284,4.0,"My personal loan experience was good with Cashe, i have taken the loan amount for Rs 20000 with nominal interest rate and charges. Customer service was very good and they responded on time. The tenure period for this loan is for 90 days.",1
285,5.0,"It was a good experience with CashE personal loan, the loan amount i received was for Rs 5230 and the tenure period for this loan is 30 days. I have to pay Rs 6000 as repayment amount. Customer service was good and they collected documents on time.",1
287,4.0,I know bankbazaar.com from long time but i have used it for the first time. I came to know about bankbazaar through advertisement. Customer service was good with bankbazaar and they responded on time. The website of bankbazaar is easy to navigate and is user friendly to use.,1
288,4.0,"My personal loan application was approved with CITI bank and the experience was good, the process took 4-5 days to complete. The loan amount was for Rs 3 lakhs for 2 years with the interest rate of 13.25% which is nominal rate.",1
289,4.0,"I have taken a personal loan with Shriram Finance and my loan experience was good, the loan amount was for Rs 50000 with nominal interest rate when compared to others. The tenure period for this loan is 1 year and the customer service was good with Shriram Finance.",1
290,5.0,"I know bankbazaar.com from last 5 months, the services provided by bankbazaar is good when compared to others in the market. Customer service was good with bankbazaar and they responded on time. I get SMS alerts on offers and i use website of bankbazaar.",1
291,5.0,"My personal loan was approved with Early salary and the experience was good, the process was quick and i received my loan amount immediately. Documents were collected on time and the customer service was good. There were no additional charges for this loan.",1
292,5.0,"I have taken a personal loan from Kotak Mahindra bank and my loan experience was very good, the loan amount was for Rs 2 lakhs with nominal interest rate. They charge 2% as preclosure charges for this loan. The process was quick with this bank and the tenure period is 5 years.",1
293,5.0,"It was a good experience with bankbazaar so far, they provide good services when compared to others in the market. Customer service was good with bankbazaar and they responded on time. I am using website from last 3-4 months, it is user friendly and easy to use.",1
294,5.0,"My personal loan application was approved with CashE and the experience was good, the loan amount was for Rs 25000 and the process was quick. I got the loan amount immediately after the documents were approved. I paid an processing fee",1
295,4.0,"I have taken a personal loan from ICICI bank and the experience was good, the loan amount was for Rs 1 lakh with nominal interest rate when compared to other banks. Customer service was good and they responded on time. They charge 2%",1
296,4.0,I have taken personal loan with HDFC BANK . My loan amount is up to the mark. I am not aware about preclosere  .  So far my experience is good with this bank i have not face any inconvenience at the time of documentation . Interest rate is 8.67%,1
297,4.0,I have taken personal loan with HDFC BANK . So far my experience is good with this bank i have not face any inconvenience at the time of documentation . Interest rate is 8.67% and it is nominal and tenure period is 48month . I use to pay,1
298,3.0,My personal loan was taken with TATA CAPITAL 7 months back. The loan amount was 2.5 lakhs  but the interest rate was quite high here and the tenure period was 4 years . They have  sanctioned  loan with the committed time.  The documentation,0
299,5.0,I have taken personal loan with YES BANK .  I have not face any inconvenience at the time of documentation so far my experience is good with this bank . Interest rate is 10% and it is up to the mark. Tenure period is 4year and i use to pay 3000,1
300,5.0,I've taken a personal loan from the Kotak Mahindra Bank for 80000. They offered a best interest rate of 12.5% and there were no unwanted charges as well. It was a hassle free loan experience with the card their services.,1
301,5.0,"I've taken a personal loan from the Ratnakar Bank Limited for 50000, the interest rate was nominal 13-14% and it was an insta loan. It has been a pleasant personal loan experience with the Ratnakar bank.",1
302,4.5,"I've taken a personal loan from the ICICI bank for 70000, the interest rate was pretty much high 18.%. The application process was easy and hassle free but they should seriously consider reducing the interest rate for their personal loans.",1
303,5.0,ICICI Bank is good overall in the loan process. I have taken a personal loan and the process was smooth. The customer support and response is good and the documentation is also normal. The rate of interest and processing charges are normal too.,1
304,3.0,I have taken personal  loan with AXIS  BANK . I am not happy with customer service because they misguide me initially they said low rate of interest but later they charged 14% .  There is no hidden charges. I use to pay  EMI on time  and tenure period,0
305,5.0,"My credit card was taken with HDFC bank 2 months back. They have offered diner's club card and the credit limit is 85,000 which is sufficient . I am satisfied with the service and responses here. Here the annul fee is 1200 which is bit high and  the card is not activated still .",1
306,5.0,I have taken my personal loan with HDFC Bank and the process was good. It was a nice experience. The rate of interest was around 13% and the process is also easy as I got the loan within three days and the loan amount is as needed. In all it is satisfactory.,1
307,5.0,"My personal loan is with Axis Bank and the banking process is good. The customer support and response is good and since I am a privileged customer, the bank has offered me a good deal on the interest rate and processing charges. The after loan services are good too.",1
308,4.0,"Application and the website are user friendly, its easy to navigate, also the information given on the website is accurate ,executives  clearly explained me about the loan and the features of the loan, which gave me good knowledge about the product.",1
309,5.0,"It was a good experience but one thing is that they could have taken my consent before applying the insurance for me, at least they could have informed be at time of applying because of that i have called them again and got canceled, it after making conversation with them.",1
310,4.5,"Applications and the website are easy to  use and executives also clearly explained me about product and the process, they made a link between me and the bank people, rest everything were taken care by them, which made me more comfortable at the time of processing.",1
311,4.0,"Rate of interest is good, loan was processed and reached  me on time, customer service was good , they sent the EMI char through mail, but they can reduce the duplicate mails, which makes me confused, which is the correct attachment, to check with it.",1
312,4.0,"Application and the website are user friendly, its easy to navigate and its good, through bankbazaar only i got this card, they helped me to get in touch with the bank when i was unable to contact them directly so i was supposed to contact bankbazaar then to them.",1
313,4.0,"They are good, it was outstanding experience with them, they supported me well, also they made regular follow ups, quick in response from them, they can also obtain the option of calling them back, if we missed to attend the call  when they calling,.",1
314,3.0,"Bankbazaar experience was good, executives also clearly explained me about the product, updation of the status of the loan can also be provided online. I have not face  any error in the website, application also was easy to choose the options",0
315,4.0,"It was a good experience with them, documentation was easy , i feel that rate of interest was nominal, it was on time process, customer service was good, EMI values also is ok, every month it get auto debited from my account, which is also easy.",1
316,4.5,"Very good customer service, the approval was quick, they can also improve the updation in the bankbazaar website about the status of the loan, but if they could enhance the facility that the customer can talk to the same executives every time it will be great help.",1
317,4.0,"Its a good experience where i can get the loan easily, i felt like they can reduce the rate of interest, i have applied another loan like a year back, the updation of the status of the loan can be enhanced in the online, so that we can save up the time.",1
318,5.0,"Bankbazaar helping me in comparing the rate of interest with other banks, it a one stop shop for me ,  card reached me on time, executives also clearly explained me about the product and the benefits of it which gave me much clarity that what i am going to get.",1
319,4.0,"At the time of applying the loan they said like its they will be giving of 2 lakh amount but they  approves only , 1.5 lakh , they informed that as i am staying in pg and also i am unmarried they can approve up-to 1.5 lakh., which i do not feel its a proper reason.",1
320,5.0,"Application and website are user friendly, executives has clearly explained  me about the product and the process, information given in the website is useful and accurate , its easy to use the application, and the website, with accuracy..",1
321,4.0,"It was a good, once they started processing it, i have not faced any issues at the time of processing , the rate of interest is normal, also the customer service is really good , EMIs of my loan will get auto debited from my account every month...",1
322,4.0,"Bankbazaar is a good application, my only request is that they can enhance their by enhancing the online chart or the auto chat option online so that we could get the status of our application easily, which  in turn will reduce the time consumption...",1
323,4.0,"Customer service is good, and  at the time of getting the loan , i felt that the rate of interest is bit high, so i tried to negotiate it but they did not , also they can improve their notification part which could help the customers to get the exact status of the loan.",1
324,4.0,"Bankbazaar service is good, i am visiting the website for the first time , also i have not faced any errors in it, its a good platform for the banking products and we can say that all in one place for our financial need which is really useful for any person who needs financial  needs.",1
325,3.0,"Rate of interest  is normal as per me, insurance documents for the loan was given, i have not given any hard copy of the document , given amount was good and they can improve the customer service further, which will be really helpful for the customer to have good experience.",0
326,5.0,"Its a good platform to get the loans , credit cards and other financial products, executives also explained me everything clearly, even the person who visits the bankbazaar for the first time they can easily understand how to use the application.",1
327,5.0,"I had a excellent prompt service , very cooperative, from the bank  end , rate of interest can be reduced further, i have taken this loan for 60 months period, processing was very smooth and fast,  they also provided very much good support till i get the loan.",1
328,5.0,"Full credit goes to the bankbazaar only ,because i was unaware of the process so they guided me and assisted me to get through these process, it all happened through bankbazaar only so all the credit goes to bankbazaar as they helped to choose the right product.",1
329,5.0,"The process was easy and convenient, i have got the loan value which i actually expected, i had  gone through the website and then they suggested me for the HDFC loan  so i applied for the rate of interest of 14%., which is OK but if they  can also reduce, it would be great.",1
330,4.0,"Actually  Bankbazaar is a good platform also I had received a fantastic service from bankbazaar , everything was done over the call and the online uploading the documents, i felt very comfortable, there was no confusion about the product which  i got through bankbazaar.com",1
331,3.5,"As a customer i  felt like they can improve their service by providing the zero pre closure  fee option right  from 2nd month onwards, instead they have kept it for after 12 emis then only without any pre closure charges it would be fine, for me...",0
332,5.0,"Information available on the website is accurate, navigation part is also fine and application is also easy to use. Executives of the bankbazaar website can give more clarity about products and process, it would be fine, apart from that its a good service.",1
333,3.0,"Clarity about the product and the process from the bank end can be even more better, actually i feel like its required more information on their services as well. If they provide with more clarity it would be up to the mark, so its  an average service which i",0
334,4.0,"Through the bankbazaar only i got to know about this particular loan, its good , but if they can update in the their database and reduce the calls for the same loan process i will be thankful, apart from that website is accurate and user friendly.",1
335,4.0,"Documentation and processing was easy which i felt, i got the loan value on time, customer service from the citi bank was explanatory, about the rate if interest which is between the nominal and the high, its a 4 years loan, with auto debit payments.",1
336,4.0,"So far i used the bankbazaar application and the website are user friendly, the accurate informations were given in the web portal, so far i have not faced any error, also your executives has clearly explained me about the  product knowledge.",1
337,4.0,"This loan is taken for 4 years, i have received the loan on time to my account,  i feel that the rate of interest is nominal, about the document and processing part they made it very easy without any hassle or difficulty, with good customer service.",1
338,5.0,"I have applied this loan through the bankbazaar website, its looks easy , executives assisted me well about the product and process, also helped me in uploading the documents, its a good service from the bankbazaar to choose and  get the right product.",1
339,5.0,"I have taken this loan for 5 years, the monthly emi will get auto debited from my account, i got this loan within the committed period, processing and documentation was also easy, overall  customers service is good when the customer feel good.",1
340,5.0,"Its  more than the expectation was my experience with the bankbazaar as the executives clearly given the information about the product and everything, app and bankbazaar portal also user friendly, i request you to check  all the mails are going to the",1
341,5.0,"On time documentation and processing was done, also it was very simple, i have taken this loan for 4 years, ROI is also very low when compared with the other banks, everything was up to the mark and they completed it in the first stage itself...",1
342,4.0,"Executives in the bankbazaar given the required information, also assisted me well, application and the online portal of bankbazaar in which information given is accurate, when applying the personal loan they have informed me about the",1
343,5.0,"I am completely satisfied with the documentation and processing of the personal loan from the tata capital, because i got the loan on time, rate of interest is good, customer service was also fine , so overall i am satisfied with the service.",1
344,5.0,"About the bankbazaar this is my first experience, the application and the website are completely user friendly, executives  clearly explained me about the product and the process, they also helped me in uploading the documents, sometime I had experienced errors while loading the page.",1
345,4.0,"The fund transfer was smooth, ROI-was little high, its for 5 years, i have applied the loan in online and also i uploaded the  documents in online, again i submitted the hard copy to the Fullerton office, they can minimize the processing time, other than that its a good loan.",1
346,5.0,"Documentation and follow up was good , executive explained me about the card and its benefits well, they also assisted me in uploading the documents, as they made me follow up its was like boost up for me to be cooperative with them to get the loan.",1
347,4.5,"Processing and documentation was very quick,  as i have the savings account with the same bank there was not having any issues in transferring the funds, i actually expected 2 lakh, but they gave only , 1lakh, as the approval from the bank end.",1
348,4.0,"Bankbazaar follow up was very excellent, though i was in a critical situation as my mom was hospitalized, even in that situation they assisted me and processed  my loan, therefore the service rendered  by bankbazaar is amazing, also executives has helped  me in uploading documents.",1
349,4.0,"Customer service was excellent , about the documentation, the process was done on time, i the loan processed quickly than i expected, there was a smooth transaction while transferring fund to my account, without any hassle or delay its really good.",1
350,5.0,"Application and website are user friendly, executives also explained about the card  and  its benefits clearly, there was a proper explanation given, accurate information was given in the website, navigation part is also easy to find the right option.",1
351,4.0,"Documentation and processing was easy, rate of interest can be reduced in further , processing fee as well, when they informed me insurance and the processing fee comes around 6000rs but they have charges more  when compared with other banks.",1
352,5.0,"Website and the application is easy to use, executives clearly explained about the product and the process there was a good co ordination with them, also they have assisted me in uploading the documents in online as they said me it was for the purpose of paper less.",1
353,4.0,"Application and website are user friendly , i have taken this loan for 48 months, i feel like the fees and charges, rate of interest  is little high, processing and documentation was easy, i used to make payments by NEFT, which will reach them soon.",1
354,4.0,"The main benefit of bankbazaar for me is the time consumption because i no need to go to bank to bank for the informations and for applying, online itself i have uploaded the documents, executives can explain even more better so that we can get the complete information.",1
355,1.0,"Interest rate can be reduces as they have given me the rate of interest as 14.99%, every month 5th the deduction will be done from my account, also they can reduce the process timing as it took around 1 month to get processed which i felt little long period.",0
356,4.0,"I have got the flood loan with this bank, with low interest rates, the loan value is 1  lakh ,its taken for 3 years tenure, only 3-4 EMIs are pending, processing was easy and i got it within a week of time so the process was quick as we were in urgency.",1
357,5.0,"My experience was really amazing with BANK BAZAAR. The customer service and responses was up to the mark. This is my first  experience here . The customer service and responses was very good . I have used their website which is quite user friendly.,",1
358,4.5,I have  taken my personal loan with HDFC bank. I had a good loan process here and the loan amount was 2 lakhs . The interest rate was very satisfactory . The tenure period was 4 years .The customer  service and responses was up to the mark. The processing fee is nominal .,1
359,4.0,I have taken a personal loan earlier with YES Bank and the process to get the loan was good. I have closed this loan too and the process was easy after the closure of the loan. The rate of interest and processing charges is nominal and overall good experience.,1
360,3.0,My personal loan was taken with KOTAK BANK 1 year back.The loan amount was 1  lakh  . The customer  service and responses was very nice The tenure  period was 5 years here. The documentation process was good but  after 15-20 days only the loan was disbursed.,0
